ID,Activity,Category,Created At,Data Revision,Metadata,Productivity,Refer Date,Seconds,Source Group,Source Name,Source Type,Technical ID,Time End,Time Offset,Time Start,Updated At
32453573,searchui,General Utilities,2019-08-04T03:47:34.928+03:00,1,{},1,04-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-General Utilities,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.928+03:00
32453570,NotePad++,Editing & IDEs,2019-08-04T03:47:34.891+03:00,1,{},2,04-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Editing & IDEs,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.891+03:00
32453567,openwith,General Utilities,2019-08-04T03:47:34.849+03:00,1,{},1,04-08-19,6,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-General Utilities,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.849+03:00
32453564,gup,Video Editing,2019-08-04T03:47:34.815+03:00,1,{},2,04-08-19,12,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Video Editing,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.815+03:00
32453561,paintdotnet,Presentation,2019-08-04T03:47:34.784+03:00,1,{},2,04-08-19,17,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Presentation,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.784+03:00
32453558,digitaldefynd.com,Uncategorized,2019-08-04T03:47:34.755+03:00,1,{},0,04-08-19,21,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Uncategorized,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.756+03:00
32453555,google.com,Search,2019-08-04T03:47:34.726+03:00,1,{},0,04-08-19,42,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Search,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.726+03:00
32453552,woorkup.com,Professional Networking,2019-08-04T03:47:34.669+03:00,1,{},1,04-08-19,43,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Professional Networking,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.669+03:00
32453547,facebook.com,General Social Networking,2019-08-04T03:47:34.605+03:00,1,{},0,04-08-19,88,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-General Social Networking,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.605+03:00
32453544,facebook.com/business,Marketing,2019-08-04T03:47:34.576+03:00,1,{},2,04-08-19,90,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Marketing,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.576+03:00
32453539,Slack,Instant Message,2019-08-04T03:47:34.544+03:00,1,{},0,04-08-19,91,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Instant Message,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.544+03:00
32453535,figma.com,General Design & Composition,2019-08-04T03:47:34.509+03:00,1,{},2,04-08-19,115,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-General Design & Composition,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.509+03:00
32453531,unsplash.com,Graphic Design,2019-08-04T03:47:34.477+03:00,1,{},2,04-08-19,372,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Graphic Design,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.477+03:00
32453528,facebook.com/ads/,Marketing,2019-08-04T03:47:34.452+03:00,1,{},2,04-08-19,632,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T19:00:00-Marketing,2019-08-03T22:00:00.000+03:00,0,2019-08-03T22:00:00.000+03:00,2019-08-04T03:47:34.452+03:00
32453525,lockapp,Other,2019-08-04T03:47:34.421+03:00,1,{},0,04-08-19,1,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Other,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:34.421+03:00
32453522,metabase.welltory.com,Health & Medicine,2019-08-04T03:47:34.165+03:00,1,{},1,04-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Health & Medicine,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:34.165+03:00
32453519,shellexperiencehost,General Utilities,2019-08-04T03:47:34.039+03:00,1,{},1,04-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-General Utilities,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:34.039+03:00
32453515,utorrent,File Sharing,2019-08-04T03:47:34.013+03:00,1,{},-2,04-08-19,3,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-File Sharing,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:34.013+03:00
32453513,Steam,Games,2019-08-04T03:47:33.988+03:00,1,{},-2,04-08-19,3,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Games,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.988+03:00
32453509,MS Excel,Accounting,2019-08-04T03:47:33.955+03:00,1,{},2,04-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Accounting,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.955+03:00
32453506,Google Chrome,Browsers,2019-08-04T03:47:33.927+03:00,1,{},0,04-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Browsers,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.927+03:00
32453503,Windows Explorer,General Utilities,2019-08-04T03:47:33.900+03:00,1,{},1,04-08-19,11,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-General Utilities,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.900+03:00
32453500,searchui,General Utilities,2019-08-04T03:47:33.867+03:00,1,{},1,04-08-19,12,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-General Utilities,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.867+03:00
32453497,newtab,Browsers,2019-08-04T03:47:33.843+03:00,1,{},0,04-08-19,19,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Browsers,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.843+03:00
32453494,facebook.com/business,Marketing,2019-08-04T03:47:33.815+03:00,1,{},2,04-08-19,21,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Marketing,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.815+03:00
32453491,app.asana.com,Project Management,2019-08-04T03:47:33.789+03:00,1,{},2,04-08-19,23,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Project Management,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.789+03:00
32453488,system idle process,Other,2019-08-04T03:47:33.768+03:00,1,{},0,04-08-19,27,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Other,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.768+03:00
32453486,google.com,Search,2019-08-04T03:47:33.745+03:00,1,{},0,04-08-19,27,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Search,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.745+03:00
32453483,workflowy,Project Management,2019-08-04T03:47:33.720+03:00,1,{},2,04-08-19,35,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Project Management,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.720+03:00
32453480,unsplash.com,Graphic Design,2019-08-04T03:47:33.689+03:00,1,{},2,04-08-19,37,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Graphic Design,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.689+03:00
32453477,business.facebook.com,Marketing,2019-08-04T03:47:33.665+03:00,1,{},2,04-08-19,69,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Marketing,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.665+03:00
32453474,mirage.ru,General Entertainment,2019-08-04T03:47:33.641+03:00,1,{},-2,04-08-19,111,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-General Entertainment,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.641+03:00
32453471,facebook.com/ads/,Marketing,2019-08-04T03:47:33.618+03:00,1,{},2,04-08-19,114,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Marketing,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.618+03:00
32453469,Slack,Instant Message,2019-08-04T03:47:33.596+03:00,1,{},0,04-08-19,346,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Instant Message,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.596+03:00
32453467,telegram,Instant Message,2019-08-04T03:47:33.554+03:00,1,{},0,04-08-19,352,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Instant Message,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.554+03:00
32453465,canva.com,General Design & Composition,2019-08-04T03:47:33.530+03:00,1,{},2,04-08-19,378,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-General Design & Composition,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.530+03:00
32453463,miro - formerly realtimeboard,Uncategorized,2019-08-04T03:47:33.502+03:00,1,{},0,04-08-19,438,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Uncategorized,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.502+03:00
32453461,welltory.atlassian.net,Writing,2019-08-04T03:47:33.460+03:00,1,{},2,04-08-19,462,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-Writing,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.460+03:00
32453459,facebook.com,General Social Networking,2019-08-04T03:47:33.435+03:00,1,{},0,04-08-19,667,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T18:00:00-General Social Networking,2019-08-03T21:00:00.000+03:00,0,2019-08-03T21:00:00.000+03:00,2019-08-04T03:47:33.435+03:00
32453458,system idle process,Other,2019-08-04T03:47:33.408+03:00,1,{},0,04-08-19,99,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T17:00:00-Other,2019-08-03T20:00:00.000+03:00,0,2019-08-03T20:00:00.000+03:00,2019-08-04T03:47:33.408+03:00
32453455,searchui,General Utilities,2019-08-04T03:47:33.386+03:00,1,{},1,04-08-19,1,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T14:00:00-General Utilities,2019-08-03T17:00:00.000+03:00,0,2019-08-03T17:00:00.000+03:00,2019-08-04T03:47:33.386+03:00
32453452,shellexperiencehost,General Utilities,2019-08-04T03:47:33.364+03:00,1,{},1,04-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T14:00:00-General Utilities,2019-08-03T17:00:00.000+03:00,0,2019-08-03T17:00:00.000+03:00,2019-08-04T03:47:33.364+03:00
32453449,connect.yandex.ru,Search,2019-08-04T03:47:33.342+03:00,1,{},0,04-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T14:00:00-Search,2019-08-03T17:00:00.000+03:00,0,2019-08-03T17:00:00.000+03:00,2019-08-04T03:47:33.342+03:00
32453446,metabase.welltory.com,Health & Medicine,2019-08-04T03:47:33.318+03:00,1,{},1,04-08-19,24,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T14:00:00-Health & Medicine,2019-08-03T17:00:00.000+03:00,0,2019-08-03T17:00:00.000+03:00,2019-08-04T03:47:33.318+03:00
32453443,business.facebook.com,Marketing,2019-08-04T03:47:33.294+03:00,1,{},2,04-08-19,388,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-03T14:00:00-Marketing,2019-08-03T17:00:00.000+03:00,0,2019-08-03T17:00:00.000+03:00,2019-08-04T03:47:33.294+03:00
32394641,analytics.amplitude.com,Intelligence,2019-08-03T03:48:43.093+03:00,1,{},2,03-08-19,9,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T18:00:00-Intelligence,2019-08-02T21:00:00.000+03:00,0,2019-08-02T21:00:00.000+03:00,2019-08-03T03:48:43.093+03:00
32394591,system idle process,Other,2019-08-03T03:48:42.773+03:00,1,{},0,03-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Other,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.773+03:00
32394586,Blank Web Browser,Internet Utilities,2019-08-03T03:48:42.744+03:00,1,{},1,03-08-19,3,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Internet Utilities,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.744+03:00
32394579,apps.apple.com,Engineering & Technology,2019-08-03T03:48:42.716+03:00,1,{},1,03-08-19,4,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Engineering & Technology,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.716+03:00
32394575,Windows Explorer,General Utilities,2019-08-03T03:48:42.684+03:00,1,{},1,03-08-19,8,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-General Utilities,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.684+03:00
32394570,google.com,Search,2019-08-03T03:48:42.652+03:00,1,{},0,03-08-19,11,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Search,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.652+03:00
32394563,Google Chrome,Browsers,2019-08-03T03:48:42.619+03:00,1,{},0,03-08-19,13,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Browsers,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.619+03:00
32394556,jing,Presentation,2019-08-03T03:48:42.565+03:00,1,{},2,03-08-19,15,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Presentation,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.565+03:00
32394549,betterme.world,Uncategorized,2019-08-03T03:48:42.520+03:00,1,{},0,03-08-19,19,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Uncategorized,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.520+03:00
32394546,app.asana.com,Project Management,2019-08-03T03:48:42.481+03:00,1,{},2,03-08-19,39,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Project Management,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.481+03:00
32394537,facebook.com/ads/,Marketing,2019-08-03T03:48:42.426+03:00,1,{},2,03-08-19,47,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Marketing,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.426+03:00
32394533,metabase.welltory.com,Health & Medicine,2019-08-03T03:48:42.377+03:00,1,{},1,03-08-19,92,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Health & Medicine,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.377+03:00
32394528,meduza.io,General News & Opinion,2019-08-03T03:48:42.313+03:00,1,{},-2,03-08-19,229,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-General News & Opinion,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.313+03:00
32394522,business.facebook.com,Marketing,2019-08-03T03:48:42.215+03:00,1,{},2,03-08-19,266,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Marketing,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.215+03:00
32394515,crunchbase.com,General Communication & Scheduling,2019-08-03T03:48:42.094+03:00,1,{},0,03-08-19,553,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-General Communication & Scheduling,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:42.094+03:00
